,MS SubClass,MS Zoning,Lot Frontage,Lot Area,Street,Alley,Lot Shape,Land Contour,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Overall Cond,Year Built,Year Remod/Add,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Mas Vnr Area,Exter Qual,Exter Cond,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin SF 1,BsmtFin Type 2,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,Heating,Heating QC,Central Air,Electrical,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Yr Blt,Garage Finish,Garage Cars,Garage Area,Garage Qual,Garage Cond,Paved Drive,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Pool QC,Fence,Misc Feature,Misc Val,Mo Sold,Yr Sold,Sale Type,Sale Condition
1261,20,RL,78.0,10180,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,HdBoard,Plywood,None,0.0,2,2,CBlock,3,3,1,3,744.0,1,0.0,168.0,912.0,GasA,2,Y,SBrkr,1044,0,0,1044,0.0,1.0,1,1,3,1,2,5,7,1,2,Attchd,1990.0,3,2.0,372.0,3,3,2,200,48,0,0,0,0,0,2,Shed,450,6,2008,WD ,Normal
2121,20,RL,105.0,11249,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,4,1,5,334.0,4,544.0,322.0,1200.0,GasA,4,Y,SBrkr,1200,0,0,1200,1.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,1995.0,2,2.0,521.0,3,3,2,0,26,0,0,0,0,0,0,None,0,8,2007,WD ,Normal
382,60,RL,80.0,10304,Pave,None,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,5,7,1976,1976,Gable,CompShg,Plywood,Plywood,BrkFace,44.0,2,3,CBlock,3,3,1,5,381.0,1,0.0,399.0,780.0,GasA,4,Y,SBrkr,1088,780,0,1868,1.0,0.0,2,1,4,1,3,9,7,1,3,Attchd,1976.0,1,2.0,484.0,3,3,2,448,96,0,0,0,0,0,0,None,0,10,2009,WD ,Normal
2281,90,RL,100.0,25000,Pave,None,Reg,Low,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,Plywood,None,0.0,2,2,CBlock,3,3,3,1,0.0,1,0.0,1632.0,1632.0,GasA,2,Y,SBrkr,1632,0,0,1632,0.0,0.0,2,0,4,2,2,8,7,0,0,Attchd,1967.0,1,2.0,576.0,3,3,1,0,0,0,0,0,0,0,0,None,0,6,2007,WD ,Normal
2134,20,RL,97.0,11800,Pave,None,IR1,Bnk,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,3,3,4,663.0,1,0.0,201.0,864.0,GasA,2,Y,SBrkr,894,0,0,894,0.0,0.0,1,0,3,1,2,5,7,0,0,Attchd,1974.0,1,2.0,440.0,3,3,2,0,0,0,0,0,0,0,0,None,0,8,2007,WD ,Family
1302,20,RM,62.0,7311,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,5,1946,1950,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,BrkTil,3,3,1,1,0.0,1,0.0,407.0,407.0,GasA,2,N,FuseA,407,0,0,407,0.0,0.0,1,0,1,1,2,3,7,0,0,Detchd,1949.0,1,1.0,297.0,2,3,2,76,0,120,0,0,0,0,0,None,0,3,2008,WD ,Abnorml
1374,50,RL,80.0,17120,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Feedr,Norm,1Fam,1.5Fin,4,4,1959,1959,Gable,CompShg,WdShing,Plywood,None,0.0,2,2,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,Y,SBrkr,1120,468,0,1588,0.0,0.0,2,0,4,1,2,7,5,1,4,Detchd,1991.0,3,2.0,680.0,3,3,0,0,59,0,0,0,0,0,0,None,0,7,2008,WD ,Normal
552,20,RH,60.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,None,0.0,1,1,CBlock,3,2,1,1,0.0,1,0.0,721.0,721.0,GasA,3,Y,SBrkr,841,0,0,841,0.0,0.0,1,0,2,1,2,4,7,0,0,CarPort,1950.0,1,1.0,294.0,3,3,0,250,0,24,0,0,0,0,0,None,0,9,2009,WD ,Normal
222,20,RL,65.0,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,7,1966,2008,Hip,CompShg,HdBoard,HdBoard,BrkFace,47.0,2,2,CBlock,3,3,2,4,240.0,3,474.0,150.0,864.0,GasA,4,Y,SBrkr,892,0,0,892,1.0,0.0,1,0,3,1,3,5,7,0,0,Detchd,1966.0,1,1.0,416.0,3,3,2,0,0,0,0,0,0,0,0,None,0,6,2010,WD ,Normal
1096,60,RL,41.0,12460,Pave,None,IR1,Lvl,AllPub,FR2,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,870.0,1,0.0,167.0,1037.0,GasA,4,Y,SBrkr,1037,1285,0,2322,0.0,0.0,2,1,4,1,2,8,7,1,3,BuiltIn,1999.0,3,2.0,400.0,3,3,2,144,44,0,0,0,0,0,0,None,0,5,2008,WD ,Normal
2536,85,RL,70.0,8400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,SFoyer,5,6,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,CBlock,4,3,4,6,744.0,1,0.0,89.0,833.0,GasA,3,Y,SBrkr,898,0,0,898,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1968.0,2,1.0,326.0,3,3,2,143,0,0,0,0,0,0,0,None,0,8,2006,WD ,Normal
8,120,RL,39.0,5389,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1995,1996,Gable,CompShg,CemntBd,CmentBd,None,0.0,3,2,PConc,4,3,1,6,1180.0,1,0.0,415.0,1595.0,GasA,4,Y,SBrkr,1616,0,0,1616,1.0,0.0,2,0,2,1,3,5,7,1,3,Attchd,1995.0,2,2.0,608.0,3,3,2,237,152,0,0,0,0,0,0,None,0,3,2010,WD ,Normal
1391,20,RL,72.0,13284,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,PosN,Norm,1Fam,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,Plywood,None,0.0,2,2,PConc,4,3,2,4,1064.0,1,0.0,319.0,1383.0,GasA,2,Y,SBrkr,1383,0,0,1383,1.0,0.0,1,0,3,1,2,6,7,1,4,Attchd,1954.0,1,1.0,354.0,3,3,2,511,116,0,0,0,0,0,4,None,0,6,2008,WD ,Normal
316,20,RL,73.0,9803,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,5,2009,2010,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,1214.0,1214.0,GasA,4,Y,SBrkr,1214,0,0,1214,0.0,0.0,2,0,2,1,3,6,7,0,0,Attchd,2010.0,2,2.0,520.0,3,3,2,0,25,0,0,0,0,0,0,None,0,1,2010,New,Partial
427,60,RL,95.0,12350,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,3,1,6,986.0,1,0.0,379.0,1365.0,GasA,4,Y,SBrkr,1365,1325,0,2690,1.0,0.0,2,1,3,1,4,8,7,1,4,Attchd,2009.0,2,3.0,864.0,3,3,2,0,197,0,0,0,0,0,0,None,0,7,2009,New,Partial
1990,70,RM,53.0,9863,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,6,1927,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,2,196.0,3,210.0,322.0,728.0,GasA,2,Y,SBrkr,914,728,0,1642,0.0,1.0,1,1,4,1,2,9,7,1,4,Detchd,1927.0,1,1.0,374.0,3,3,2,0,0,0,0,0,0,0,0,None,0,3,2007,WD ,Abnorml
105,60,FV,68.0,7379,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,6,484.0,1,0.0,491.0,975.0,GasA,4,Y,SBrkr,975,873,0,1848,1.0,0.0,2,1,3,1,3,7,7,1,3,Attchd,2000.0,2,2.0,592.0,3,3,2,280,184,0,0,0,0,0,0,None,0,4,2010,WD ,Normal
1677,160,RM,21.0,2058,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,265.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,672.0,672.0,GasA,4,Y,SBrkr,672,546,0,1218,0.0,0.0,1,1,4,1,4,7,7,0,0,Detchd,1973.0,1,1.0,264.0,3,3,2,0,28,0,0,0,0,0,0,None,0,12,2007,WD ,Normal
2019,50,RM,52.0,6240,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,2,1,2,425.0,1,0.0,459.0,884.0,GasA,2,Y,FuseA,959,408,0,1367,0.0,0.0,1,0,3,1,2,6,7,1,4,Detchd,1978.0,1,1.0,560.0,3,3,2,0,0,0,0,120,0,0,0,None,0,11,2007,WD ,Normal
121,20,RL,88.0,9680,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268.0,2,2,CBlock,3,3,1,4,1010.0,1,0.0,500.0,1510.0,GasA,4,Y,SBrkr,1510,0,0,1510,1.0,0.0,2,0,3,1,3,6,7,0,0,Attchd,1967.0,2,2.0,517.0,3,3,2,0,40,0,0,204,0,0,4,None,0,4,2010,WD ,Normal
2314,60,RL,54.0,9783,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,821.0,821.0,GasA,3,Y,SBrkr,821,955,0,1776,0.0,0.0,2,1,3,1,2,7,7,1,3,BuiltIn,1996.0,3,2.0,443.0,3,3,2,286,116,0,0,0,0,0,0,None,0,5,2006,WD ,Normal
2799,60,RL,90.0,11250,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,3,PConc,4,4,3,6,685.0,1,0.0,245.0,930.0,GasA,4,Y,SBrkr,950,1045,0,1995,1.0,0.0,2,1,4,1,3,8,7,1,3,Attchd,1995.0,2,2.0,610.0,3,3,2,275,170,0,0,0,0,0,0,None,0,7,2006,WD ,Normal
1791,60,RL,70.0,9605,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,1,1,0.0,1,0.0,982.0,982.0,GasA,4,Y,SBrkr,982,995,0,1977,0.0,0.0,2,1,3,1,3,7,7,0,0,Attchd,2006.0,2,3.0,574.0,3,3,2,240,53,0,0,0,0,0,0,None,0,7,2007,WD ,Family
2538,80,RL,80.0,9600,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1967,1967,Gable,CompShg,MetalSd,MetalSd,BrkFace,140.0,2,2,PConc,3,3,3,5,602.0,3,402.0,137.0,1141.0,GasA,3,Y,SBrkr,1141,0,0,1141,1.0,0.0,1,0,3,1,2,6,7,0,0,Attchd,1967.0,1,1.0,568.0,3,3,2,0,78,0,0,0,0,0,0,None,0,7,2006,WD ,Normal
1286,50,RM,57.0,9184,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,780.0,780.0,GasA,4,Y,SBrkr,948,375,0,1323,0.0,0.0,1,0,3,1,2,6,7,0,0,Detchd,1948.0,1,2.0,400.0,3,3,2,0,0,0,0,0,0,0,0,None,0,7,2008,WD ,Normal
115,20,RL,78.0,9360,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1972,2006,Hip,CompShg,Plywood,Plywood,None,0.0,2,2,CBlock,3,3,1,5,982.0,1,0.0,179.0,1161.0,GasA,2,Y,SBrkr,1381,0,0,1381,1.0,0.0,1,1,3,1,3,5,7,1,3,Attchd,1972.0,2,2.0,676.0,3,3,2,0,0,0,0,0,0,0,0,None,0,3,2010,WD ,Normal
1322,70,RM,60.0,10800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,2,2,BrkTil,3,3,2,1,0.0,1,0.0,1313.0,1313.0,GasW,3,Y,SBrkr,1313,1182,0,2495,0.0,0.0,2,0,5,1,2,10,7,1,4,Detchd,1950.0,1,2.0,342.0,3,2,2,0,299,0,0,0,0,0,0,None,0,12,2008,WD ,Normal
2475,60,RL,65.0,7800,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,3,2,PConc,4,3,1,1,0.0,1,0.0,891.0,891.0,GasA,4,Y,SBrkr,891,795,0,1686,0.0,0.0,2,1,3,1,3,8,7,0,0,Attchd,2005.0,3,2.0,462.0,3,3,2,144,101,0,0,0,0,0,0,None,0,4,2006,WD ,Normal
2090,20,RL,114.0,10357,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,None,0.0,3,2,PConc,4,3,2,6,738.0,1,0.0,172.0,910.0,GasA,3,Y,SBrkr,1442,0,0,1442,1.0,0.0,2,0,3,1,3,6,7,1,3,Attchd,1990.0,3,2.0,719.0,3,3,2,0,244,0,0,0,0,0,0,None,0,5,2007,WD ,Normal
2733,50,RL,62.0,6488,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,5,1942,1950,Gable,CompShg,BrkFace,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,2,230.0,1,0.0,569.0,799.0,GasA,4,N,FuseA,799,351,0,1150,0.0,0.0,1,0,3,1,2,6,4,2,3,BuiltIn,1942.0,1,1.0,215.0,3,3,2,264,0,0,0,0,0,0,0,None,0,3,2006,WD ,Family
2881,190,C (all),50.0,9000,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,2fmCon,1.5Fin,5,6,1951,1951,Gable,CompShg,WdShing,Wd Shng,None,0.0,1,1,CBlock,3,3,2,1,0.0,1,0.0,660.0,660.0,GasA,2,N,SBrkr,1060,336,0,1396,0.0,0.0,2,0,4,2,2,8,5,0,0,None,0.0,0,0.0,0.0,0,0,2,0,0,0,0,0,0,0,0,None,0,10,2006,WD ,Abnorml
1556,50,C (all),52.0,5150,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Feedr,Norm,1Fam,1.5Fin,4,7,1910,2000,Gable,CompShg,Plywood,Plywood,None,0.0,2,2,PConc,1,3,1,1,0.0,1,0.0,356.0,356.0,GasA,2,N,FuseA,671,378,0,1049,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1910.0,1,1.0,195.0,1,2,0,0,0,0,0,0,0,0,0,None,0,5,2008,WD ,Normal
2528,60,RL,80.0,10400,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,288.0,2,2,CBlock,3,3,1,3,247.0,1,0.0,485.0,732.0,GasA,3,Y,SBrkr,1012,778,0,1790,1.0,0.0,1,2,4,1,2,8,5,1,3,Attchd,1972.0,2,2.0,484.0,3,3,2,148,0,0,0,147,0,0,0,None,0,11,2006,WD ,Normal
672,20,RL,64.0,8712,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,MetalSd,None,0.0,2,3,CBlock,3,3,2,4,860.0,1,0.0,132.0,992.0,GasA,2,Y,SBrkr,1306,0,0,1306,1.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1968.0,1,1.0,756.0,3,3,2,0,0,0,0,0,0,0,0,None,0,5,2009,WD ,Normal
1911,85,RL,73.0,10050,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,6,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkFace,87.0,2,2,CBlock,3,3,3,6,602.0,1,0.0,191.0,793.0,GasA,4,Y,SBrkr,1280,0,0,1280,0.0,1.0,2,0,3,1,2,6,7,1,3,Basment,1966.0,3,2.0,432.0,3,3,2,140,40,0,0,0,0,0,0,None,0,6,2007,WD ,Normal
2384,20,RL,120.0,14780,Pave,None,IR1,HLS,AllPub,Corner,Mod,NridgHt,Norm,Norm,1Fam,1Story,9,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,568.0,4,2,PConc,5,3,4,6,1505.0,1,0.0,363.0,1868.0,GasA,4,Y,SBrkr,1868,0,0,1868,1.0,0.0,2,0,2,1,4,7,7,1,4,Attchd,2005.0,3,3.0,1085.0,3,3,2,354,56,0,0,156,0,0,0,None,0,6,2006,WD ,Normal
591,20,RL,78.0,10140,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1998,1999,Hip,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,3,1,2,144.0,6,1127.0,379.0,1650.0,GasA,4,Y,SBrkr,1680,0,0,1680,1.0,0.0,2,0,3,1,3,7,3,1,3,Attchd,1998.0,3,2.0,583.0,3,3,2,78,73,0,0,0,0,0,0,None,0,6,2009,WD ,Normal
2292,85,RL,72.0,9129,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,BrkFace,144.0,2,2,PConc,4,3,3,6,923.0,1,0.0,0.0,923.0,GasA,2,Y,SBrkr,1008,0,0,1008,1.0,0.0,1,0,1,1,3,4,7,1,2,Attchd,1977.0,3,2.0,678.0,3,3,2,201,66,0,0,0,0,0,3,None,0,7,2007,WD ,Normal
888,60,RL,75.0,7950,Pave,None,IR1,Bnk,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,6,6,1977,1977,Hip,CompShg,HdBoard,Plywood,BrkFace,140.0,2,2,CBlock,3,3,1,4,535.0,1,0.0,155.0,690.0,GasA,2,Y,SBrkr,698,728,0,1426,0.0,0.0,1,1,3,1,2,6,7,0,0,Attchd,1977.0,3,2.0,440.0,3,3,2,252,0,0,0,0,0,0,3,None,0,7,2009,WD ,Normal
2842,75,RL,60.0,6204,Pave,None,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2.5Fin,4,5,1912,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,2,PConc,3,2,1,1,0.0,1,0.0,795.0,795.0,GasA,2,N,SBrkr,954,795,481,2230,1.0,0.0,1,0,5,1,2,10,7,0,0,Detchd,1997.0,1,1.0,440.0,3,4,2,0,188,0,0,0,0,0,0,None,0,3,2006,WD ,Normal
1352,50,RL,60.0,9120,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,6,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,3,PConc,3,3,1,3,329.0,1,0.0,697.0,1026.0,GasA,4,Y,SBrkr,1133,687,0,1820,1.0,0.0,2,0,4,1,2,8,7,0,0,Detchd,1925.0,1,1.0,240.0,3,3,0,0,100,0,0,0,0,0,4,None,0,6,2008,WD ,Normal
1748,60,RL,59.0,11796,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,4,3,3,1,0.0,1,0.0,847.0,847.0,GasA,4,Y,SBrkr,847,1112,0,1959,0.0,0.0,2,1,4,1,3,8,7,1,4,BuiltIn,2004.0,3,2.0,434.0,3,3,2,100,48,0,0,0,0,0,0,None,0,7,2007,WD ,Normal
213,70,C (all),60.0,6449,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,4,1,1907,1950,Gambrel,CompShg,Wd Sdng,Stucco,None,0.0,2,2,CBlock,3,3,1,3,73.0,1,0.0,634.0,707.0,GasW,2,N,SBrkr,942,942,0,1884,0.0,0.0,1,1,4,1,2,7,7,0,0,None,0.0,0,0.0,0.0,0,0,0,0,0,239,0,0,0,0,0,None,0,3,2010,WD ,Abnorml
2271,20,RL,85.0,14536,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,236.0,3,2,PConc,4,3,3,6,1300.0,1,0.0,316.0,1616.0,GasA,4,Y,SBrkr,1629,0,0,1629,1.0,0.0,2,0,3,1,3,9,7,1,4,Attchd,2002.0,3,3.0,808.0,3,3,2,0,252,0,0,0,0,0,0,None,0,11,2007,WD ,Normal
1572,20,RL,82.0,15498,Pave,None,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,6,1976,1976,Hip,WdShake,Stone,HdBoard,None,0.0,3,2,CBlock,4,3,3,5,1165.0,2,400.0,0.0,1565.0,GasA,2,Y,SBrkr,2898,0,0,2898,1.0,0.0,2,0,2,1,3,10,7,1,4,Attchd,1976.0,3,2.0,665.0,3,3,2,0,72,174,0,0,0,0,0,None,0,5,2008,COD,Abnorml
800,80,RL,66.0,19255,Pave,None,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,SLvl,6,5,1983,1983,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,100.0,3,2,CBlock,4,3,3,3,70.0,6,450.0,0.0,520.0,GasA,3,Y,SBrkr,1338,0,0,1338,0.0,0.0,1,1,2,1,3,5,5,1,1,Attchd,1983.0,1,2.0,576.0,3,3,2,0,0,0,0,0,0,0,0,Shed,600,9,2009,WD ,Normal
2420,120,RL,43.0,3196,Pave,None,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,18.0,3,2,PConc,4,3,4,1,0.0,1,0.0,1374.0,1374.0,GasA,4,Y,SBrkr,1557,0,0,1557,0.0,0.0,2,0,2,1,3,7,7,1,3,Attchd,2003.0,3,2.0,420.0,3,3,2,143,20,0,0,0,0,0,0,None,0,10,2006,WD ,Normal
1949,30,RL,60.0,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,6,1927,2007,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,2,BrkTil,3,3,1,1,0.0,1,0.0,656.0,656.0,GasA,2,Y,SBrkr,968,0,0,968,0.0,0.0,2,0,4,1,2,5,7,0,0,Detchd,1928.0,1,1.0,216.0,2,2,2,0,0,0,0,0,0,0,0,None,0,8,2007,WD ,Normal
2226,20,RL,70.0,17871,Pave,None,IR2,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,4,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,2,PConc,4,3,1,1,0.0,1,0.0,1680.0,1680.0,GasA,3,Y,SBrkr,1680,0,0,1680,0.0,0.0,2,0,4,1,3,7,7,0,0,Attchd,1996.0,1,2.0,628.0,3,3,2,152,0,0,0,0,0,0,0,None,0,6,2007,WD ,Normal
2599,50,RL,60.0,7008,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,8,1900,1998,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,3,BrkTil,2,2,1,1,0.0,1,0.0,448.0,448.0,GasA,4,Y,SBrkr,448,272,0,720,0.0,0.0,1,0,1,1,1,5,7,0,0,Attchd,1900.0,1,1.0,280.0,2,3,2,0,0,70,0,0,0,0,0,None,0,3,2006,WD ,Normal
2648,20,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,2,CBlock,3,3,1,1,0.0,1,0.0,576.0,576.0,GasA,4,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,2,5,7,0,0,Detchd,1952.0,2,1.0,528.0,3,3,2,0,0,0,0,115,0,0,0,None,0,8,2006,COD,Normal
273,30,RL,67.0,8777,Pave,None,Reg,Lvl,AllPub,Inside,Mod,Edwards,Feedr,Norm,1Fam,1Story,3,6,1945,2007,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,3,CBlock,0,0,0,0,0.0,0,0.0,0.0,0.0,GasA,2,N,SBrkr,640,0,0,640,0.0,0.0,1,0,2,1,2,5,6,0,0,Detchd,1945.0,1,1.0,240.0,3,3,0,0,0,0,0,0,0,0,0,None,0,4,2010,ConLD,Normal
71,20,FV,84.0,10440,Pave,None,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,2,PConc,5,3,1,6,1414.0,1,0.0,54.0,1468.0,GasA,4,Y,SBrkr,1468,0,0,1468,1.0,0.0,2,0,2,1,3,6,7,1,4,Attchd,2005.0,3,2.0,528.0,3,3,2,0,102,0,0,216,0,0,0,None,0,5,2010,WD ,Normal
